No,Iws
23064,0.89
23065,3.13
23066,4.92
23067,1.79
23068,0.89
23069,0.89
23070,0.89
23071,0.89
23072,2.68
23073,0.89
23074,3.13
23075,7.15
23076,8.94
23077,1.79
23078,4.92
23079,1.79
23080,1.79
23081,5.81
23082,9.83
23083,12.96
23084,16.09
23085,17.88
23086,19.67
23087,20.56
23088,22.35
23089,24.14
23090,25.93
23091,29.06
23092,30.85
23093,32.64
23094,0.89
23095,1.79
23096,3.58
23097,5.37
23098,3.13
23099,1.79
23100,0.89
23101,1.79
23102,0.89
23103,1.79
23104,0.89
23105,1.78
23106,1.79
23107,0.89
23108,3.13
23109,6.26
23110,11.18
23111,3.13
23112,6.26
23113,11.18
23114,14.31
23115,17.44
23116,20.57
23117,22.36
23118,25.49
23119,28.62
23120,30.41
23121,33.54
23122,37.56
23123,3.13
23124,6.26
23125,10.28
23126,3.13
23127,4.92
23128,8.05
23129,9.84
23130,3.13
23131,8.05
23132,11.18
23133,12.97
23134,14.76
23135,0.89
23136,1.78
23137,1.79
23138,3.13
23139,0.89
23140,1.79
23141,3.58
23142,1.79
23143,3.13
23144,7.15
23145,10.28
23146,0.89
23147,1.78
23148,2.67
23149,3.56
23150,1.79
23151,3.13
23152,6.26
23153,11.18
23154,15.2
23155,19.22
23156,23.24
23157,26.37
23158,28.16
23159,0.89
23160,1.79
23161,3.58
23162,5.37
23163,7.16
23164,0.89
23165,1.79
23166,1.79
23167,0.89
23168,1.78
23169,2.67
23170,1.79
23171,0.89
23172,1.78
23173,3.13
23174,1.79
23175,3.13
23176,7.15
23177,12.07
23178,16.09
23179,21.01
23180,25.93
23181,27.72
23182,29.51
23183,31.3
23184,0.89
23185,0.89
23186,2.68
23187,0.89
23188,1.78
23189,2.67
23190,0.89
23191,1.78
23192,2.67
23193,0.89
23194,1.78
23195,2.67
23196,4.46
23197,4.02
23198,8.04
23199,12.06
23200,15.19
23201,19.21
23202,23.23
23203,27.25
23204,29.04
23205,30.83
23206,0.89
23207,1.79
23208,4.92
23209,8.05
23210,9.84
23211,11.63
23212,13.42
23213,15.21
23214,0.89
23215,0.89
23216,0.89
23217,1.78
23218,2.67
23219,3.56
23220,4.45
23221,1.79
23222,1.79
23223,4.02
23224,7.15
23225,11.17
23226,15.19
23227,18.32
23228,21.45
23229,23.24
23230,25.03
23231,26.82
23232,27.71
23233,28.6
23234,0.89
23235,1.79
23236,0.89
23237,1.78
23238,2.67
23239,3.56
23240,4.45
23241,1.79
23242,1.79
23243,3.58
23244,5.37
23245,8.5
23246,12.52
23247,16.54
23248,19.67
23249,23.69
23250,26.82
23251,28.61
23252,31.74
23253,34.87
23254,38
23255,41.13
23256,42.92
23257,0.89
23258,1.79
23259,0.89
23260,1.79
23261,3.58
23262,0.89
23263,1.78
23264,1.79
23265,3.58
23266,5.37
23267,0.89
23268,1.79
23269,3.58
23270,5.37
23271,7.16
23272,10.29
23273,13.42
23274,16.55
23275,20.57
23276,22.36
23277,25.49
23278,27.28
23279,29.07
23280,30.86
23281,32.65
23282,0.89
23283,1.78
23284,1.79
23285,0.45
23286,0.89
23287,1.79
23288,3.58
23289,0.89
23290,3.13
23291,1.79
23292,0.89
23293,1.79
23294,1.79
23295,2.68
23296,1.79
23297,1.79
23298,3.13
23299,3.13
23300,7.15
23301,8.94
23302,0.89
23303,1.78
23304,3.13
23305,6.26
23306,0.89
23307,0.89
23308,1.79
23309,3.58
23310,5.37
23311,7.16
23312,10.29
23313,14.31
23314,19.23
23315,3.13
23316,4.02
23317,8.04
23318,4.02
23319,7.15
23320,3.13
23321,6.26
23322,10.28
23323,13.41
23324,15.2
23325,0.89
23326,1.78
23327,1.79
23328,4.92
23329,5.81
23330,1.79
23331,0.89
23332,0.89
23333,0.89
23334,0.89
23335,0.89
23336,1.78
23337,0.89
23338,1.78
23339,2.67
23340,3.56
23341,1.79
23342,3.58
23343,6.71
23344,10.73
23345,14.75
23346,18.77
23347,20.56
23348,22.35
23349,0.89
23350,0.89
23351,1.78
23352,2.67
23353,3.56
23354,5.35
23355,7.14
23356,8.93
23357,10.72
23358,12.51
23359,0.89
23360,0.89
23361,1.79
23362,3.58
23363,0.89
23364,3.13
23365,7.15
23366,11.17
23367,16.09
23368,20.11
23369,24.13
23370,27.26
23371,30.39
23372,34.41
23373,36.2
23374,0.89
23375,3.13
23376,4.92
23377,0.89
23378,1.79
23379,3.58
23380,5.37
23381,0.89
23382,1.79
23383,0.89
23384,1.78
23385,1.79
23386,3.58
23387,5.37
23388,7.16
23389,10.29
23390,13.42
23391,15.21
23392,1.79
23393,3.13
23394,1.79
23395,4.92
23396,6.71
23397,8.5
23398,0.89
23399,0.89
23400,1.79
23401,4.92
23402,1.79
23403,0.89
23404,0.89
23405,5.81
23406,10.73
23407,18.78
23408,27.72
23409,36.66
23410,43.81
23411,49.62
23412,55.43
23413,59.45
23414,62.58
23415,4.02
23416,5.81
23417,3.13
23418,1.79
23419,1.79
23420,4.92
23421,8.05
23422,12.07
23423,16.09
23424,20.11
23425,24.13
23426,3.13
23427,7.15
23428,11.17
23429,15.19
23430,18.32
23431,22.34
23432,26.36
23433,31.28
23434,35.3
23435,4.02
23436,8.04
23437,12.06
23438,16.08
23439,24.13
23440,33.07
23441,42.01
23442,50.95
23443,54.08
23444,59
23445,63.02
23446,66.15
23447,70.17
23448,74.19
23449,78.21
23450,80
23451,0.89
23452,0.89
23453,2.68
23454,5.81
23455,8.94
23456,12.07
23457,15.2
23458,18.33
23459,24.14
23460,29.06
23461,33.08
23462,1.79
23463,3.58
23464,5.37
23465,4.02
23466,8.04
23467,11.17
23468,12.96
23469,14.75
23470,17.88
23471,19.67
23472,0.89
23473,0.89
23474,0.89
23475,0.89
23476,1.78
23477,1.79
23478,3.58
23479,5.37
23480,0.89
23481,1.79
23482,0.89
23483,1.78
23484,2.67
23485,1.79
23486,0.89
23487,5.81
23488,11.62
23489,17.43
23490,24.58
23491,30.39
23492,35.31
23493,38.44
23494,40.23
23495,42.02
23496,43.81
23497,44.7
23498,0.89
23499,1.78
23500,1.79
23501,2.68
23502,3.57
23503,1.79
23504,0.45
23505,1.79
23506,0.89
23507,2.68
23508,3.57
23509,4.46
23510,1.79
23511,4.92
23512,8.05
23513,11.18
23514,14.31
23515,16.1
23516,0.89
23517,0.89
23518,0.89
23519,0.89
23520,1.78
23521,3.13
23522,0.89
23523,1.79
23524,1.79
23525,3.58
23526,3.13
23527,6.26
23528,8.05
23529,1.79
23530,3.58
23531,5.37
23532,8.5
23533,11.63
23534,3.13
23535,7.15
23536,11.17
23537,16.09
23538,20.11
23539,23.24
23540,0.89
23541,1.79
23542,0.89
23543,1.78
23544,0.89
23545,0.89
23546,1.78
23547,1.79
23548,1.79
23549,2.68
23550,0.89
23551,1.79
23552,3.58
23553,3.13
23554,1.79
23555,1.79
23556,0.89
23557,1.78
23558,3.57
23559,5.36
23560,3.13
23561,6.26
23562,9.39
23563,13.41
23564,15.2
23565,16.99
23566,18.78
23567,19.67
23568,0.89
23569,1.78
23570,2.23
23571,0.89
23572,0.89
23573,1.78
23574,0.89
23575,0.89
23576,1.79
23577,0.89
23578,0.89
23579,1.78
23580,2.67
23581,3.56
23582,1.79
23583,1.79
23584,3.13
23585,6.26
23586,9.39
23587,11.18
23588,14.31
23589,17.44
23590,20.57
23591,22.36
23592,0.89
23593,0.89
23594,1.78
23595,2.67
23596,0.89
23597,1.79
23598,3.58
23599,0.89
23600,1.79
23601,3.58
23602,0.89
23603,1.78
23604,2.67
23605,3.56
23606,1.79
23607,3.13
23608,3.13
23609,6.26
23610,9.39
23611,11.18
23612,12.97
23613,14.76
23614,0.89
23615,3.13
23616,4.92
23617,6.71
23618,0.89
23619,1.78
23620,1.79
23621,3.58
23622,0.89
23623,0.89
23624,2.68
23625,0.89
23626,3.13
23627,6.26
23628,8.05
23629,11.18
23630,12.97
23631,16.99
23632,21.91
23633,25.93
23634,29.95
23635,33.08
23636,36.21
23637,39.34
23638,0.89
23639,1.78
23640,3.13
23641,0.89
23642,0.89
23643,1.34
23644,3.13
23645,11.18
23646,16.99
23647,21.01
23648,25.93
23649,33.08
23650,38
23651,45.15
23652,52.3
23653,61.24
23654,69.29
23655,76.44
23656,8.05
23657,15.2
23658,19.22
23659,22.35
23660,25.48
23661,27.27
23662,3.13
23663,4.92
23664,6.71
23665,9.84
23666,0.89
23667,1.78
23668,1.79
23669,3.58
23670,1.79
23671,1.79
23672,0.89
23673,2.68
23674,0.89
23675,1.79
23676,1.79
23677,4.92
23678,3.13
23679,8.05
23680,4.02
23681,8.04
23682,9.83
23683,0.89
23684,1.79
23685,0.89
23686,3.13
23687,6.26
23688,1.79
23689,4.02
23690,7.15
23691,8.94
23692,12.07
23693,15.2
23694,18.33
23695,21.46
23696,23.25
23697,27.27
23698,31.29
23699,34.42
23700,1.79
23701,3.58
23702,1.79
23703,0.89
23704,1.79
23705,1.79
23706,0.89
23707,2.68
23708,0.89
23709,4.02
23710,5.81
23711,0.89
23712,0.89
23713,1.78
23714,2.67
23715,0.89
23716,3.13
23717,6.26
23718,9.39
23719,13.41
23720,17.43
23721,21.45
23722,24.58
23723,27.71
23724,29.5
23725,0.89
23726,1.78
23727,1.79
23728,1.79
23729,3.13
23730,6.26
23731,8.05
23732,11.18
23733,14.31
23734,16.1
23735,1.79
23736,0.89
23737,1.79
23738,2.68
23739,3.57
23740,0.89
23741,0.89
23742,3.13
23743,6.26
23744,8.05
23745,9.84
23746,11.63
23747,0.89
23748,1.78
23749,2.67
23750,3.56
23751,5.35
23752,3.13
23753,6.26
23754,10.28
23755,14.3
23756,3.13
23757,1.79
23758,0.89
23759,0.89
23760,0.89
23761,0.89
23762,0.89
23763,2.68
23764,5.81
23765,8.94
23766,12.07
23767,15.2
23768,19.22
23769,23.24
23770,27.26
23771,30.39
23772,33.52
23773,4.02
23774,1.79
23775,1.79
23776,3.58
23777,1.79
23778,0.89
23779,1.79
23780,5.81
23781,10.73
23782,4.02
23783,1.79
23784,1.79
23785,0.89
23786,0.89
23787,3.13
23788,6.26
23789,10.28
23790,13.41
23791,16.54
23792,19.67
23793,23.69
23794,26.82
23795,29.95
23796,33.08
23797,0.89
23798,1.78
23799,2.67
23800,3.13
23801,6.26
23802,1.79
23803,1.79
23804,3.58
23805,6.71
23806,10.73
23807,13.86
23808,3.13
23809,0.89
23810,0.89
23811,0.89
23812,0.45
23813,1.79
23814,3.58
23815,0.89
23816,1.78
23817,3.13
23818,4.92
23819,8.05
23820,1.79
23821,3.13
23822,0.89
23823,3.13
23824,6.26
23825,9.39
23826,11.18
23827,14.31
23828,16.1
23829,0.89
23830,1.78
23831,0.89
23832,2.68
23833,0.89
23834,0.89
23835,0.89
23836,0.89
23837,1.79
23838,3.58
23839,5.37
23840,1.79
23841,3.13
23842,0.89
23843,1.78
23844,2.67
23845,3.56
23846,4.45
23847,1.79
23848,1.79
23849,4.92
23850,8.05
23851,9.84
23852,10.73
23853,11.62
23854,0.89
23855,1.78
23856,2.67
23857,1.79
23858,0.89
23859,1.79
23860,0.89
23861,0.89
23862,1.79
23863,0.89
23864,0.89
23865,0.89
23866,1.78
23867,2.67
23868,3.56
23869,4.45
23870,4.02
23871,8.04
23872,12.96
23873,17.88
23874,21.01
23875,25.93
23876,29.06
23877,30.85
23878,33.98
23879,35.77
23880,37.56
23881,0.89
23882,0.89
23883,0.89
23884,0.89
23885,0.89
23886,0.89
23887,0.89
23888,0.89
23889,0.89
23890,1.79
23891,3.58
23892,1.79
23893,3.13
23894,1.79
23895,2.68
23896,1.79
23897,4.92
23898,6.71
23899,8.5
23900,10.29
23901,0.89
23902,3.13
23903,6.26
23904,9.39
23905,0.89
23906,1.79
23907,0.89
23908,0.89
23909,0.89
23910,1.78
23911,0.89
23912,4.02
23913,8.04
23914,11.17
23915,12.96
23916,3.13
23917,0.89
23918,2.68
23919,4.47
23920,3.13
23921,6.26
23922,8.05
23923,0.89
23924,1.78
23925,1.79
23926,3.13
23927,3.13
23928,4.02
23929,5.81
23930,1.79
23931,4.92
23932,0.45
23933,1.34
23934,2.23
23935,1.79
23936,0.89
23937,2.68
23938,1.79
23939,1.79
23940,0.89
23941,3.13
23942,1.79
23943,3.58
23944,3.13
23945,4.92
23946,6.71
23947,8.5
23948,0.89
23949,3.13
23950,4.92
23951,8.05
23952,9.84
23953,11.63
23954,12.52
23955,14.31
23956,15.2
23957,16.09
23958,16.98
23959,18.77
23960,20.56
23961,22.35
23962,24.14
23963,25.93
23964,27.72
23965,29.51
23966,4.02
23967,7.15
23968,11.17
23969,15.19
23970,1.79
23971,4.92
23972,4.92
23973,8.94
23974,12.07
23975,1.79
23976,0.89
23977,1.79
23978,0.89
23979,3.13
23980,3.13
23981,1.79
23982,3.58
23983,6.71
23984,9.84
23985,14.76
23986,18.78
23987,22.8
23988,25.93
23989,3.13
23990,3.13
23991,6.26
23992,1.79
23993,0.89
23994,0.89
23995,0.89
23996,1.78
23997,1.79
23998,3.58
23999,0.89
24000,1.78
24001,0.89
24002,0.89
24003,0.89
24004,4.02
24005,0.89
24006,1.78
24007,1.79
24008,1.79
24009,4.92
24010,6.71
24011,9.84
24012,3.13
24013,4.92
24014,10.73
24015,17.88
24016,22.8
24017,4.92
24018,4.02
24019,7.15
24020,10.28
24021,15.2
24022,22.35
24023,27.27
24024,37.1
24025,44.25
24026,53.19
24027,61.24
24028,69.29
24029,77.34
24030,86.28
24031,96.11
24032,107.29
24033,118.47
24034,129.65
24035,139.48
24036,149.31
24037,160.49
24038,170.32
24039,181.5
24040,192.68
24041,204.75
24042,213.69
24043,219.5
24044,224.42
24045,231.57
24046,236.49
24047,242.3
24048,247.22
24049,252.14
24050,253.93
24051,0.89
24052,4.92
24053,8.05
24054,11.18
24055,14.31
24056,0.89
24057,3.13
24058,3.13
24059,4.02
24060,7.15
24061,11.17
24062,15.19
24063,18.32
24064,0.89
24065,1.79
24066,1.79
24067,0.89
24068,1.78
24069,2.67
24070,3.56
24071,3.13
24072,0.89
24073,3.13
24074,1.79
24075,3.58
24076,3.13
24077,1.79
24078,3.13
24079,8.05
24080,11.18
24081,14.31
24082,17.44
24083,19.23
24084,22.36
24085,0.89
24086,1.78
24087,2.67
24088,1.79
24089,1.79
24090,3.58
24091,5.37
24092,7.16
24093,8.95
24094,0.89
24095,1.78
24096,0.89
24097,0.89
24098,0.89
24099,1.78
24100,0.89
24101,1.79
24102,4.92
24103,6.71
24104,8.5
24105,10.29
24106,13.42
24107,1.79
24108,0.89
24109,1.79
24110,3.58
24111,1.79
24112,1.79
24113,4.92
24114,8.94
24115,10.73
24116,12.52
24117,13.41
24118,0.89
24119,0.89
24120,0.89
24121,0.89
24122,1.79
24123,0.89
24124,1.78
24125,0.89
24126,4.02
24127,5.81
24128,0.89
24129,0.89
24130,1.79
24131,0.89
24132,1.78
24133,2.67
24134,1.79
24135,3.58
24136,6.71
24137,9.84
24138,11.63
24139,12.52
24140,0.89
24141,0.89
24142,0.89
24143,0.89
24144,1.78
24145,2.23
24146,3.13
24147,0.45
24148,1.79
24149,0.89
24150,1.79
24151,4.92
24152,8.05
24153,12.07
24154,15.2
24155,21.01
24156,29.06
24157,34.87
24158,40.68
24159,44.7
24160,3.13
24161,4.92
24162,0.89
24163,1.34
24164,2.23
24165,1.79
24166,5.81
24167,7.6
24168,0.89
24169,1.78
24170,2.23
24171,4.02
24172,0.89
24173,0.89
24174,0.89
24175,1.79
24176,1.79
24177,0.89
24178,1.79
24179,4.02
24180,9.83
24181,17.88
24182,23.69
24183,28.61
24184,33.53
24185,4.02
24186,4.02
24187,3.13
24188,4.02
24189,7.15
24190,3.13
24191,3.13
24192,6.26
24193,0.89
24194,1.78
24195,2.67
24196,0.89
24197,0.45
24198,0.89
24199,4.02
24200,7.15
24201,10.28
24202,13.41
24203,15.2
24204,18.33
24205,3.13
24206,3.13
24207,1.79
24208,3.13
24209,6.26
24210,9.39
24211,11.18
24212,12.97
24213,14.76
24214,0.89
24215,1.79
24216,0.89
24217,1.79
24218,0.45
24219,1.79
24220,3.58
24221,4.47
24222,5.36
24223,7.15
24224,10.28
24225,13.41
24226,16.54
24227,18.33
24228,0.89
24229,1.79
24230,1.79
24231,2.68
24232,3.13
24233,4.92
24234,6.71
24235,7.6
24236,10.73
24237,13.86
24238,14.75
24239,15.64
24240,0.89
24241,0.89
24242,1.78
24243,2.67
24244,0.45
24245,0.89
24246,2.68
24247,5.81
24248,8.94
24249,10.73
24250,12.52
24251,0.89
24252,1.78
24253,1.79
24254,0.89
24255,3.13
24256,1.79
24257,1.79
24258,2.68
24259,4.47
24260,0.89
24261,0.89
24262,1.78
24263,0.89
24264,0.89
24265,1.79
24266,1.79
24267,2.68
24268,0.89
24269,1.78
24270,1.79
24271,2.68
24272,0.45
24273,1.34
24274,2.23
24275,3.12
24276,4.01
24277,4.9
24278,1.79
24279,3.58
24280,5.37
24281,9.39
24282,11.18
24283,12.97
24284,13.86
24285,0.89
24286,1.78
24287,0.89
24288,1.79
24289,2.68
24290,5.81
24291,0.89
24292,4.02
24293,11.17
24294,0.89
24295,1.78
24296,2.67
24297,3.13
24298,7.15
24299,12.96
24300,20.11
24301,31.29
24302,43.36
24303,53.19
24304,65.26
24305,76.44
24306,89.4
24307,99.23
24308,110.41
24309,118.46
24310,125.61
24311,132.76
24312,138.57
24313,144.38
24314,149.3
24315,154.22
24316,159.14
24317,0.89
24318,1.78
24319,2.67
24320,3.12
24321,1.79
24322,3.58
24323,5.37
24324,8.5
24325,10.29
24326,15.21
24327,20.13
24328,25.05
24329,29.97
24330,33.99
24331,0.89
24332,4.02
24333,7.15
24334,11.17
24335,14.3
24336,0.89
24337,0.89
24338,1.78
24339,0.89
24340,1.78
24341,2.67
24342,0.89
24343,1.79
24344,2.68
24345,0.89
24346,1.79
24347,3.58
24348,6.71
24349,9.84
24350,16.99
24351,24.14
24352,28.16
24353,32.18
24354,33.97
24355,34.86
24356,0.89
24357,1.78
24358,0.89
24359,0.89
24360,1.79
24361,0.89
24362,1.78
24363,2.67
24364,3.56
24365,4.45
24366,5.34
24367,6.23
24368,7.12
24369,8.01
24370,8.9
24371,9.79
24372,10.68
24373,11.57
24374,12.46
24375,13.35
24376,14.24
24377,15.13
24378,16.02
24379,16.91
24380,17.8
24381,18.69
24382,19.58
24383,20.47
24384,21.36
24385,22.25
24386,23.14
24387,24.03
24388,24.92
24389,25.81
24390,26.7
24391,27.59
24392,28.48
24393,29.37
24394,30.26
24395,31.15
24396,32.04
24397,32.93
24398,33.82
24399,34.71
24400,35.6
24401,36.49
24402,37.38
24403,38.27
24404,39.16
24405,40.05
24406,40.94
24407,41.83
24408,42.72
24409,43.61
24410,44.5
24411,45.39
24412,46.28
24413,47.17
24414,48.06
24415,48.95
24416,49.84
24417,50.73
24418,51.62
24419,52.51
24420,53.4
24421,54.29
24422,55.18
24423,56.07
24424,56.96
24425,57.85
24426,58.74
24427,59.63
24428,60.52
24429,61.41
24430,62.3
24431,63.19
24432,64.08
24433,64.97
24434,65.86
24435,66.75
24436,67.64
24437,68.53
24438,69.42
24439,70.31
24440,71.2
24441,72.09
24442,72.98
24443,73.87
24444,74.76
24445,75.65
24446,76.54
24447,77.43
24448,78.32
24449,79.21
24450,80.1
24451,80.99
24452,81.88
24453,82.77
24454,83.66
24455,84.55
24456,85.44
24457,1.79
24458,0.89
24459,1.79
24460,0.89
24461,1.34
24462,2.23
24463,1.79
24464,2.68
24465,7.6
24466,13.41
24467,19.22
24468,24.14
24469,32.19
24470,40.24
24471,51.42
24472,59.47
24473,66.62
24474,77.8
24475,85.85
24476,93.9
24477,99.71
24478,103.73
24479,108.65
24480,113.57
24481,117.59
24482,0.89
24483,1.78
24484,2.67
24485,3.56
24486,4.45
24487,5.34
24488,6.23
24489,1.79
24490,4.92
24491,4.92
24492,7.15
24493,16.98
24494,28.16
24495,36.21
24496,45.15
24497,54.09
24498,4.02
24499,8.94
24500,12.96
24501,16.98
24502,20.11
24503,0.89
24504,1.78
24505,2.67
24506,3.56
24507,1.79
24508,0.45
24509,0.9
24510,1.79
24511,2.68
24512,4.47
24513,8.49
24514,11.62
24515,3.13
24516,1.79
24517,4.92
24518,8.94
24519,1.79
24520,0.89
24521,1.79
24522,2.68
24523,5.81
24524,7.6
24525,0.89
24526,0.89
24527,1.78
24528,1.79
24529,0.89
24530,0.45
24531,0.89
24532,2.68
24533,3.57
24534,4.46
24535,5.35
24536,0.89
24537,1.79
24538,3.58
24539,0.89
24540,1.79
24541,0.89
24542,1.79
24543,0.89
24544,3.13
24545,4.92
24546,5.81
24547,0.45
24548,1.34
24549,0.89
24550,0.89
24551,0.89
24552,0.89
24553,0.89
24554,0.89
24555,2.68
24556,4.47
24557,6.26
24558,8.05
24559,9.84
24560,12.97
24561,16.1
24562,17.89
24563,21.02
24564,1.79
24565,3.58
24566,1.79
24567,4.92
24568,6.71
24569,8.5
24570,10.29
24571,0.45
24572,1.79
24573,6.71
24574,11.63
24575,14.76
24576,0.45
24577,0.89
24578,1.79
24579,3.58
24580,0.89
24581,1.78
24582,2.23
24583,1.79
24584,0.89
24585,1.34
24586,1.79
24587,1.79
24588,3.13
24589,6.26
24590,10.28
24591,13.41
24592,18.33
24593,22.35
24594,28.16
24595,3.13
24596,3.13
24597,6.26
24598,3.13
24599,1.79
24600,3.58
24601,6.71
24602,0.89
24603,1.34
24604,0.89
24605,4.92
24606,8.94
24607,13.86
24608,16.99
24609,0.89
24610,1.79
24611,10.73
24612,22.8
24613,34.87
24614,46.05
24615,57.23
24616,68.41
24617,76.46
24618,81.38
24619,85.4
24620,0.89
24621,0.89
24622,0.89
24623,1.78
24624,1.79
24625,0.89
24626,1.78
24627,2.23
24628,3.12
24629,4.01
24630,0.89
24631,2.68
24632,1.79
24633,0.89
24634,0.89
24635,1.78
24636,2.67
24637,4.46
24638,6.25
24639,3.13
24640,7.15
24641,10.28
24642,1.79
24643,0.89
24644,0.89
24645,0.89
24646,1.78
24647,2.67
24648,1.79
24649,0.89
24650,1.34
24651,1.79
24652,0.45
24653,1.79
24654,3.58
24655,0.89
24656,1.78
24657,1.79
24658,3.58
24659,0.89
24660,1.78
24661,4.91
24662,8.05
24663,13.86
24664,21.01
24665,28.16
24666,33.08
24667,4.92
24668,8.94
24669,0.89
24670,1.78
24671,0.89
24672,0.89
24673,1.79
24674,0.89
24675,1.78
24676,3.13
24677,4.92
24678,6.71
24679,0.89
24680,1.78
24681,3.13
24682,0.89
24683,1.78
24684,1.79
24685,3.58
24686,5.37
24687,7.16
24688,8.95
24689,9.84
24690,0.89
24691,1.34
24692,2.23
24693,2.68
24694,0.89
24695,2.68
24696,0.89
24697,1.78
24698,2.67
24699,3.56
24700,1.79
24701,0.89
24702,1.79
24703,0.89
24704,1.78
24705,3.13
24706,4.92
24707,6.71
24708,1.79
24709,0.89
24710,1.79
24711,0.89
24712,1.78
24713,2.67
24714,3.12
24715,0.89
24716,2.68
24717,5.81
24718,7.6
24719,9.39
24720,12.52
24721,15.65
24722,17.44
24723,0.89
24724,0.89
24725,0.45
24726,0.89
24727,2.68
24728,5.81
24729,0.89
24730,0.45
24731,2.24
24732,1.79
24733,6.71
24734,14.76
24735,21.91
24736,31.74
24737,40.68
24738,45.6
24739,49.62
24740,53.64
24741,60.79
24742,67.94
24743,75.09
24744,76.88
24745,80.01
24746,84.93
24747,88.06
24748,91.19
24749,4.02
24750,8.04
24751,11.17
24752,12.96
24753,16.98
24754,21
24755,25.02
24756,1.79
24757,1.79
24758,3.13
24759,7.15
24760,11.17
24761,15.19
24762,18.32
24763,21.45
24764,25.47
24765,29.49
24766,32.62
24767,34.41
24768,0.89
24769,0.89
24770,1.79
24771,3.58
24772,0.89
24773,1.78
24774,1.79
24775,4.92
24776,6.71
24777,0.89
24778,1.78
24779,2.67
24780,1.79
24781,0.89
24782,1.78
24783,2.67
24784,8.05
24785,1.79
24786,3.13
24787,7.15
24788,12.07
24789,16.09
24790,17.88
24791,25.03
24792,30.84
24793,38.89
24794,43.81
24795,47.83
24796,51.85
24797,0.89
24798,1.78
24799,2.23
24800,3.12
24801,1.79
24802,0.89
24803,4.92
24804,10.73
24805,16.54
24806,21.46
24807,27.27
24808,34.42
24809,40.23
24810,45.15
24811,49.17
24812,4.02
24813,9.83
24814,13.85
24815,21.9
24816,27.71
24817,33.52
24818,41.57
24819,0.89
24820,1.78
24821,1.79
24822,0.89
24823,0.89
24824,1.78
24825,0.89
24826,2.68
24827,6.7
24828,4.02
24829,4.02
24830,11.17
24831,16.98
24832,21.9
24833,27.71
24834,0.89
24835,1.78
24836,2.67
24837,3.56
24838,4.45
24839,0.89
24840,1.79
24841,2.68
24842,0.45
24843,1.34
24844,1.79
24845,4.92
24846,0.89
24847,1.79
24848,0.89
24849,1.79
24850,4.92
24851,6.71
24852,1.79
24853,3.58
24854,5.37
24855,3.13
24856,6.26
24857,10.28
24858,12.07
24859,0.89
24860,0.89
24861,2.68
24862,5.81
24863,10.73
24864,13.86
24865,0.89
24866,3.13
24867,6.26
24868,0.89
24869,1.79
24870,3.58
24871,4.47
24872,6.26
24873,9.39
24874,11.18
24875,14.31
24876,1.79
24877,0.89
24878,3.13
24879,4.92
24880,6.71
24881,0.89
24882,1.34
24883,0.89
24884,0.89
24885,1.79
24886,0.89
24887,0.89
24888,0.45
24889,1.34
24890,1.79
24891,0.89
24892,1.78
24893,0.89
24894,0.89
24895,0.45
24896,0.89
24897,0.89
24898,4.02
24899,8.04
24900,12.06
24901,13.85
24902,0.89
24903,1.34
24904,3.13
24905,8.05
24906,12.97
24907,21.02
24908,30.85
24909,42.92
24910,51.86
24911,63.04
24912,72.87
24913,80.92
24914,88.97
24915,101.93
24916,113.11
24917,124.29
24918,128.31
24919,134.12
24920,138.14
24921,139.93
24922,143.06
24923,147.08
24924,150.21
24925,158.26
24926,167.2
24927,178.38
24928,189.56
24929,200.74
24930,208.79
24931,217.73
24932,226.67
24933,235.61
24934,244.55
24935,253.49
24936,261.54
24937,271.37
24938,280.31
24939,289.25
24940,299.08
24941,308.91
24942,316.96
24943,325.9
24944,330.82
24945,337.97
24946,346.02
24947,355.85
24948,361.66
24949,368.81
24950,377.75
24951,387.58
24952,396.52
24953,404.57
24954,411.72
24955,418.87
24956,424.68
24957,431.83
24958,436.75
24959,440.77
24960,446.58
24961,450.6
24962,454.62
24963,1.79
24964,3.13
24965,0.89
24966,3.13
24967,0.89
24968,1.78
24969,1.79
24970,4.92
24971,6.71
24972,0.89
24973,1.79
24974,1.79
24975,1.79
24976,4.92
24977,8.05
24978,0.89
24979,1.79
24980,3.58
24981,0.89
24982,3.13
24983,4.92
24984,6.71
24985,0.89
24986,1.34
24987,2.23
24988,0.89
24989,0.89
24990,1.79
24991,3.58
24992,5.37
24993,8.5
24994,11.63
24995,19.68
24996,24.6
24997,31.75
24998,37.56
24999,45.61
25000,52.76
25001,58.57
25002,63.49
25003,69.3
25004,74.22
25005,77.35
25006,82.27
25007,86.29
25008,89.42
25009,91.21
25010,95.23
25011,97.02
25012,100.15
25013,101.94
25014,103.73
25015,105.52
25016,108.65
25017,110.44
25018,113.57
25019,115.36
25020,0.89
25021,1.78
25022,3.57
25023,5.36
25024,1.79
25025,4.92
25026,0.89
25027,1.34
25028,2.23
25029,2.68
25030,0.89
25031,0.89
25032,0.89
25033,2.68
25034,4.47
25035,0.89
25036,1.34
25037,0.89
25038,1.78
25039,2.67
25040,0.89
25041,1.34
25042,2.23
25043,3.12
25044,4.01
25045,5.8
25046,1.79
25047,3.58
25048,5.37
25049,0.89
25050,0.89
25051,1.78
25052,0.89
25053,0.89
25054,1.78
25055,3.57
25056,4.46
25057,5.35
25058,0.89
25059,0.89
25060,0.89
25061,1.78
25062,0.89
25063,0.89
